layer,unit,description
layer3,462,Animal fur
layer3,463,People
layer3,464,The color orange
layer3,465,Balls and sectioned objects
layer3,466,Metal objects
layer3,467,The color red
layer3,468,Animals
layer3,469,Similar patterns
layer3,470,Circles
layer3,471,The center part of flowers
layer3,472,Rounded edges in pictures
layer3,473,Colorful parts of objects
layer3,474,Red colored objects
layer3,475,Circular objects
layer3,476,Beaks of birds
layer3,477,Circles
layer3,478,Faces of animals
layer3,479,Birds and dogs
layer3,480,Electronics
layer3,481,The sky or walls
layer3,482,Human hands
layer3,483,Rounded edges in pictures
layer3,484,Animal heads
layer3,485,"Person, animal"
layer3,486,Diagonal lines
layer3,487,Orange and red objects
layer3,488,Landscapes
layer3,489,Stripes
layer3,490,Edges of objects
layer3,491,Spots of the color white
layer3,492,Nature
layer3,493,Animal eyes
layer3,494,Spots of the color white
layer3,495,Metal objects
layer3,496,Stripes
layer3,497,Faces of things
layer3,498,Numbers and letters
layer3,499,Edges of objects
layer3,500,Birds and dogs
layer3,501,Animals
layer3,502,Orange and red objects
layer3,503,Animal heads
layer3,504,Metal hooks
layer3,505,Repeating lines and edges
layer3,506,Faces of animals
layer3,507,Metal objects
layer3,508,Items with straight features
layer3,509,Circular objects
layer3,510,Dog heads
layer3,511,Circular objects
layer3,512,Edges of objects
layer3,513,Circular objects
layer3,514,Circular objects
layer3,515,Animal ears
layer3,516,Similar color patterns
layer3,517,Similar patterns
layer3,518,Rounded edges in pictures
layer3,519,The ground
layer3,520,Bowties
layer3,521,Red objects
layer3,522,Metal screws
layer3,523,Circular objects
layer3,524,Animal eyes
layer3,525,Edges of objects
layer3,526,Faces of people wearing hats
layer3,527,Rounded objects
layer3,528,Items with circular features
layer3,529,Food
layer3,530,Rounded edges in pictures
layer3,531,Rounded edges in pictures
layer3,532,Rounded edges in pictures
layer3,533,Dogs
layer3,534,Food
layer3,535,Horizontal lines
layer3,536,Stripes
layer3,537,Rounded edges in pictures
layer3,538,Rounded edges in pictures
layer3,539,Dog ears
layer3,540,Animal legs
layer3,541,Black and white text
layer3,542,Rounded edges in pictures
layer3,543,Bird wings
layer3,544,Dogs
layer3,545,Vertical lines
layer3,546,Diagonal lines
layer3,547,Diagonal lines
layer3,548,Diagonal lines
layer3,549,Circular objects
layer3,550,Similar patterns
layer3,551,Faces of things
layer3,552,Cylinders
layer3,553,Faces of animals
layer3,554,Diagonal lines
layer3,555,The color green
layer3,556,People 's faces
layer3,557,Food
layer3,558,Numbers and letters
layer3,559,Hands of humans
layer3,560,Faces
layer3,561,Animal heads
layer3,562,Animal noses
layer3,563,Similar color patterns
layer3,564,Red colored objects
layer3,565,Horizontal lines
layer3,566,Red and yellow objects
layer3,567,Round objects
layer3,568,Faces of people wearing hats
layer3,569,Areas that contain yellow and yellow
layer3,570,Faces
layer3,571,Circles
layer3,572,Orange areas in picture
layer3,573,Circles
layer3,574,Circular objects
layer3,575,Electronics
layer3,576,Circular objects
layer3,577,Animal heads
layer3,578,Circular objects
layer3,579,Rectangular objects
layer3,580,Beaks of birds
layer3,581,Circles
layer3,582,Diagonal lines
layer3,583,Beaks
layer3,584,Metal objects
layer3,585,Circles
layer3,586,White skin
layer3,587,Rounded edges in pictures
layer3,588,Edges of objects
layer3,589,Faces
layer3,590,Faces of people
layer3,591,Blue and red lines
layer3,592,"Sky, animal"
layer3,593,Green objects
layer3,594,Birds
layer3,595,Animals
layer3,596,Areas of white
layer3,597,Animal eyes
layer3,598,Animals
layer3,599,The sky
layer3,600,Edges of objects
layer3,601,Diagonal lines
layer3,602,Similar color patterns
layer3,603,Striped objects
layer3,604,Brighter areas in objects
layer3,605,Human hands
layer3,606,Faces of animals
layer3,607,Diagonal lines
layer3,608,Animals
layer3,609,Circular objects
layer3,610,Rounded edges in pictures
layer3,611,Red and orange objects
layer3,612,Animals and circular objects
layer3,613,Faces of animals
layer3,614,Red objects
layer3,615,People
layer3,616,Curved lines
layer3,617,Edges of objects
layer3,618,Dog heads
layer3,619,Circular objects
layer3,620,Bottles
layer3,621,Birds
layer3,622,Monkeys and the sky
layer3,623,Horns of animals
layer3,624,Dog heads
layer3,625,Circular objects
layer3,626,Circular objects
layer3,627,Circular objects
layer3,628,The sky or walls
layer3,629,Checkered objects
layer3,630,The corners
layer3,631,Circles
layer3,632,Faces of people
layer3,633,Orange and red objects
layer3,634,Rounded edges in pictures
layer3,635,Red scarves
layer3,636,Buildings
layer3,637,Horizontal lines
layer3,638,Circular objects
layer3,639,Stripes
layer3,640,Layered places
layer3,641,Rounded edges in pictures
layer3,642,Grids
layer3,643,Vehicles
layer3,644,Animal heads
layer3,645,Animals and flowers
layer3,646,Center part of flowers
layer3,647,Stripes
layer3,648,Animal collars
layer3,649,Metallic objects
layer3,650,Brighter areas in objects
layer3,651,Nature
layer3,652,Beaks of birds
layer3,653,Faces
layer3,654,Black and white colored backgrounds
layer3,655,Food
layer3,656,Green areas in picture
layer3,657,White skin
layer3,658,Rectangular objects
layer3,659,Dog ears
layer3,660,Rounded edges in pictures
layer3,661,White areas
layer3,662,Living things
layer3,663,Circles
layer3,664,Areas of red
layer3,665,Dog noses
layer3,666,Vehicles
layer3,667,Diagonal lines
layer3,668,Circular objects
layer3,669,Diagonal lines
layer3,670,Edges of objects
layer3,671,Rounded edges in pictures
layer3,672,Dog ears
layer3,673,Birds
layer3,674,Metal objects
layer3,675,Water
layer3,676,Hats
layer3,677,Dogs and other animals
layer3,678,Diagonal lines
layer3,679,Similar patterns
layer3,680,Faces of animals
layer3,681,Dog heads
layer3,682,The tops of objects
layer3,683,Rounded objects
layer3,684,Faces of things
layer3,685,Red circles
layer3,686,Orange objects
layer3,687,Rounded edges in pictures
layer3,688,Blue objects
layer3,689,Rounded objects
layer3,690,Dogs and other animals
layer3,691,Similar color patterns
layer3,692,Animal ears
layer3,693,Poles and legs
layer3,694,Dog ears
layer3,695,The left side of a object
layer3,696,Diagonal lines
layer3,697,Mobile items
layer3,698,Stripes
layer3,699,The tops of buildings
layer3,700,Dog faces
layer3,701,Eyes and spots
layer3,702,Diagonal lines
layer3,703,The corners of rectangular objects
layer3,704,Spoke-like protrusions
layer3,705,Circular objects
layer3,706,People
layer3,707,Dog heads
layer3,708,People
layer3,709,Circular objects
layer3,710,Faces of things
layer3,711,Animal heads
layer3,712,Animals and circular objects
layer3,713,Rounded edges in pictures
layer3,714,Food
layer3,715,The top of a circle
layer3,716,Circles
layer3,717,Vertical lines
layer3,718,Brown dogs
layer3,719,The color black and white
layer3,720,Ties and socks
layer3,721,Bugs
layer3,722,Red and orange colored objects
layer3,723,Buildings
layer3,724,People and water
layer3,725,Animal eyes
layer3,726,The sky
layer3,727,Rounded edges in pictures
layer3,728,Animals and circular objects
layer3,729,"Person, animal"
layer3,730,Rounded edges in pictures
layer3,731,Metal objects
layer3,732,The ground
layer3,733,Heads and hats
layer3,734,Jack-lanterns
layer3,735,Bottles and towers
layer3,736,Circles
layer3,737,The background
layer3,738,Water
layer3,739,Edges of objects
layer3,740,Dog heads
layer3,741,Faces
layer3,742,Animal collars
layer3,743,Rounded edges in pictures
layer3,744,Circular objects
layer3,745,The area around the head
layer3,746,Specific patterns
layer3,747,Chain-link fence and tile
layer3,748,Circular objects
layer3,749,The color yellow
layer3,750,Red colored objects
layer3,751,Edges of objects
layer3,752,Similar patterns
layer3,753,Dog heads
layer3,754,Musical instruments
layer3,755,Similar color patterns
layer3,756,Red colored objects
layer3,757,Metal objects
layer3,758,Diagonal lines
layer3,759,Dogs and balls
layer3,760,Edges of objects
layer3,761,Yellow dots
layer3,762,Similar patterns
layer3,763,Circular objects
layer3,764,Circles
layer3,765,Circular objects
layer3,766,Similar color patterns
layer3,767,Animal heads
layer3,768,Faces of animals
layer3,769,Faces of animals
layer3,770,The middle of objects
layer3,771,Faces
layer3,772,Green areas in picture
layer3,773,Eyes of animals
layer3,774,Metal hooks
layer3,775,Edges of objects
layer3,776,Animal heads
layer3,777,Rounded edges in pictures
layer3,778,Nature
layer3,779,Metal objects
layer3,780,Dogs
layer3,781,Circular objects
layer3,782,Animal heads and beaks
layer3,783,Circular objects
layer3,784,Stripes
layer3,785,Faces of animals
layer3,786,Circular objects
layer3,787,Green areas in picture
layer3,788,Circular objects
layer3,789,Dog ears
layer3,790,Black and white animals
layer3,791,Edges of objects
layer3,792,Circular objects
layer3,793,Stripes
layer3,794,Animals and flowers
layer3,795,Dog faces
layer3,796,Similar patterns
layer3,797,Rounded edges in pictures
layer3,798,Beaks of birds
layer3,799,The corners of objects
layer3,800,Dog noses
layer3,801,Faces
layer3,802,Dog heads
layer3,803,Circular objects
layer3,804,Stripes
layer3,805,Stripes
layer3,806,Green areas in picture
layer3,807,Animals and circular objects
layer3,808,Circular objects
layer3,809,Faces
layer3,810,The sky
layer3,811,Edges of objects
layer3,812,Animal noses
layer3,813,Edges of objects
layer3,814,Vertical lines
layer3,815,The sky or background
layer3,816,Circular objects
layer3,817,Red objects
layer3,818,Green areas in picture
layer3,819,Red colored objects
layer3,820,Text
layer3,821,Faces of animals
layer3,822,The sky or walls
layer3,823,Dog noses
layer3,824,Green areas in picture
layer3,825,Faces
layer3,826,Red objects
layer3,827,Stripes
layer3,828,Specific patterns
layer3,829,Dog faces
layer3,830,The sky or walls
layer3,831,Faces of things
layer3,832,Food
layer3,833,Diagonal lines
layer3,834,Edges of objects
layer3,835,Faces
layer3,836,Dog heads
layer3,837,Dog heads
layer3,838,The sky or walls
layer3,839,Animals and circular objects
layer3,840,Diagonal lines
layer3,841,Circular objects
layer3,842,Diagonal lines
layer3,843,Vehicles
layer3,844,Circles
layer3,845,Dog noses
layer3,846,Dog heads
layer3,847,People in the hollowed ideas
layer3,848,Birds
layer3,849,Stripes
layer3,850,"The center part of a flower, or radial spikes that extend from a center"
layer3,851,Faces
layer3,852,People
layer3,853,Orange areas in picture
layer3,854,The background
layer3,855,Animals
layer3,856,Circular objects
layer3,857,Animals and grates
layer3,858,Animal fur
layer3,859,Stripes
layer3,860,Horizontal lines
layer3,861,Diagonal lines
layer3,862,Rounded edges in pictures
layer3,863,Edges of objects
layer3,864,Diagonal lines
layer3,865,The color black
layer3,866,Rounded edges in pictures
layer3,867,Dog faces
layer3,868,Circles
layer3,869,Hats
layer3,870,Hands
layer3,871,Nature
layer3,872,Fruits and vegetables
layer3,873,Animal heads
layer3,874,Dog faces
layer3,875,Dog faces
layer3,876,Heads
layer3,877,The edges of objects
layer3,878,Nature
layer3,879,Beaks and birds
layer3,880,The sky
layer3,881,Edges of objects
layer3,882,Rounded edges in pictures
layer3,883,Dog heads
layer3,884,The corners
layer3,885,Rounded edges in pictures
layer3,886,Green objects
layer3,887,Similar patterns
layer3,888,Animal fur
layer3,889,Spots of the color white
layer3,890,Stripes
layer3,891,Striped objects
layer3,892,"Person, animal"
layer3,893,Items that are knitted
layer3,894,Birds
layer3,895,Wheels
layer3,896,Car wheels
layer3,897,Flowers
layer3,898,Vertical lines
layer3,899,Blue circles
layer3,900,Electronics
layer3,901,Edges of objects
layer3,902,Circular objects
layer3,903,Edges of objects
layer3,904,Dog ears
layer3,905,Black and white stripes on animals
layer3,906,Red objects
layer3,907,Eyes of animals
layer3,908,"Pens, tools and woodwind instruments"
layer3,909,Dog heads
layer3,910,Metal objects
layer3,911,People
layer3,912,The ground
layer3,913,Red and white colored objects
layer3,914,Vertical lines
layer3,915,Keyboards of different electronic devices
layer3,916,People
layer3,917,Dog noses
layer3,918,Edges of objects
layer3,919,Produce
layer3,920,Faces of animals
layer3,921,Mouths of animals
layer3,922,Rounded edges in pictures
layer3,923,Produce
layer3,924,The sky or walls
layer3,925,Circular cylinders
layer3,926,Rounded edges in pictures
layer3,927,Circular objects
layer3,928,Dog heads
layer3,929,Diagonal lines
layer3,930,Stripes
layer3,931,Dog heads
layer3,932,Dog heads
layer3,933,Containers
layer3,934,Curved lines
layer3,935,Diagonal lines
layer3,936,Dog noses
layer3,937,Metal objects
layer3,938,Circular objects
layer3,939,Diagonal lines
layer3,940,Grass
layer3,941,Dog ears
layer3,942,Animal heads
layer3,943,Birds
layer3,944,Dog heads
layer3,945,Stripes
layer3,946,Faces
layer3,947,Dogs and people
layer3,948,Circular objects
layer3,949,Dog heads
layer3,950,Animals
layer3,951,Round edges on objects
layer3,952,Red and white colored objects
layer3,953,Animal heads
layer3,954,Beaks and ears of animals
layer3,955,Birds
layer3,956,Rounded edges in pictures
layer3,957,Words
layer3,958,Text
layer3,959,Reflective surfaces
layer3,960,Flower petals and flowers
layer3,961,Edges of objects
layer3,962,Circular objects
layer3,963,Repeating lines and grids
layer3,964,The tops of objects
layer3,965,Red circles
layer3,966,Spots of the color white
layer3,967,Rounded objects
layer3,968,Animal heads
layer3,969,A lighthouse or tower
layer3,970,Beaks of birds
layer3,971,Faces of animals
layer3,972,Diagonal lines
layer3,973,Dog heads
layer3,974,Dog noses
layer3,975,The sky
layer3,976,The sky
layer3,977,Red objects
layer3,978,Wheel of the vehicles
layer3,979,Circular objects
layer3,980,Diagonal lines
layer3,981,Sunglasses
layer3,982,Eyes and noses of animals
layer3,983,Poles
layer3,984,Dog ears
layer3,985,Circles
layer3,986,Animal eyes
layer3,987,The top of the heads
layer3,988,Edges of objects
layer3,989,Rounded edges in pictures
layer3,990,Animals
layer3,991,The corners of objects
layer3,992,Animal eyes
layer3,993,"The center part of a flower, or radial spikes that extend from a central"
layer3,994,The corners
layer3,995,Faces
layer3,996,Animal
layer3,997,Dog faces
layer3,998,Fruit and vegetables
layer3,999,Bras
layer3,1000,Circles
layer3,1001,Diagonal lines
layer3,1002,The tops of objects
layer3,1003,Faces
layer3,1004,Circular objects
layer3,1005,Rounded objects
layer3,1006,"Long, thin objects"
layer3,1007,Grass
layer3,1008,The corners of rectangular objects
layer3,1009,Faces of animals
layer3,1010,Musical instruments
layer3,1011,Metal objects
layer3,1012,Animal
layer3,1013,Similar patterns
layer3,1014,"Typewriter keys, keyboards, keyboard"
layer3,1015,Circular objects
layer3,1016,Human mouths
layer3,1017,Circular objects
layer3,1018,Striped objects
layer3,1019,Animals
layer3,1020,Green areas in picture
layer3,1021,Center part of flowers and flowers
layer3,1022,Edges of objects
layer3,1023,Animals
layer4,0,Items with straight features
layer4,1,Signage and signs
layer4,2,Bottles
layer4,3,Items with straight features
layer4,4,Furniture
layer4,5,Animals and pens
layer4,6,People
layer4,7,Animals and circular objects
layer4,8,Items with straight features
layer4,9,Bridges and ships
layer4,10,Mouths of animals
layer4,11,Items with straight features
layer4,12,Green objects
layer4,13,Animals
layer4,14,Bowties
layer4,15,Rounded edges in pictures
layer4,16,Objects with red or brown hues
layer4,17,Animals
layer4,18,Yellow objects
layer4,19,Items that are connected
layer4,20,Items with straight features
layer4,21,Bottles
layer4,22,Items that are curved
layer4,23,Nature
layer4,24,Clothing
layer4,25,Legs of people
layer4,26,Bugs
layer4,27,Animals and sticks
layer4,28,Black and white objects
layer4,29,Animals and circular objects
layer4,30,Fabric
layer4,31,Objects that have silver in them
layer4,32,Metal objects
layer4,33,Items with circular features
layer4,34,Water
layer4,35,Rounded edges in pictures
layer4,36,Items with straight features
layer4,37,Animals and clothes
layer4,38,Human hands
layer4,39,Animals
layer4,40,Rounded edges in pictures
layer4,41,Rounded edges in pictures
layer4,42,Textured areas
layer4,43,Rounded edges in pictures
layer4,44,Similar color patterns
layer4,45,Beds
layer4,46,Animals
layer4,47,Objects in the sky
layer4,48,Diagonal lines
layer4,49,Cubed objects
layer4,50,Animals
layer4,51,"Long, thin objects"
layer4,52,Dogs
layer4,53,Circular objects
layer4,54,Balls
layer4,55,Similar color patterns
layer4,56,Animals and food
layer4,57,Human mouths
layer4,58,Balls
layer4,59,Rounded objects
layer4,60,Black and white objects
layer4,61,Items that are connected
layer4,62,Animals
layer4,63,Dog faces
layer4,64,Rounded edges in pictures
layer4,65,Animals in the grass
layer4,66,Books on shelves
layer4,67,Items on other items
layer4,68,Items with straight features
layer4,69,Animals and orange objects
layer4,70,Shower caps
layer4,71,White objects
layer4,72,Items with straight features
layer4,73,"A tennis ball a kid is holding a hippie, a kid blowing bubbles"
layer4,74,Clocks and clocks
layer4,75,Rounded edges in pictures
layer4,76,"Insects, spiders"
layer4,77,People
layer4,78,Circular objects
layer4,79,Food
layer4,80,Rounded edges in pictures
layer4,81,Metal objects
layer4,82,Bodies of water
layer4,83,Rounded edges in pictures
layer4,84,Rounded edges in pictures
layer4,85,Furniture
layer4,86,Animals
layer4,87,Animals
layer4,88,Objects in the sky
layer4,89,Animals and poles
layer4,90,Items with straight features
layer4,91,Animals
layer4,92,Animals
layer4,93,Animals
layer4,94,People
layer4,95,Birds
layer4,96,Rounded edges in pictures
layer4,97,Metal objects
layer4,98,Rounded edges in pictures
layer4,99,Animals and circular objects
layer4,100,Food
layer4,101,Rounded edges in pictures
layer4,102,Items with designs
layer4,103,Animals
layer4,104,Items with straight features
layer4,105,Animals
layer4,106,People holding objects
layer4,107,Animals
layer4,108,Vehicles and trains
layer4,109,Animals
layer4,110,Rectangular objects
layer4,111,Animals and vehicles
layer4,112,Animals and vehicles
layer4,113,Faces of things
layer4,114,Food
layer4,115,Items with straight features
layer4,116,"Long, thin objects"
layer4,117,Similar color patterns
layer4,118,Animals and food
layer4,119,The color green
layer4,120,Animals
layer4,121,Poles
layer4,122,Animals and clothes
layer4,123,Circular objects
layer4,124,Black and white colored objects
layer4,125,Items with straight features
layer4,126,Animals
layer4,127,Vertical line patterns
layer4,128,Animals
layer4,129,People
layer4,130,People
layer4,131,Bottles
layer4,132,Items with straight features
layer4,133,Signs
layer4,134,Rounded edges in pictures
layer4,135,Water
layer4,136,"People, animals"
layer4,137,People
layer4,138,Rounded edges in pictures
layer4,139,Animals
layer4,140,Birds
layer4,141,Items that are connected
layer4,142,"Long, thin objects"
layer4,143,Rounded edges in pictures
layer4,144,Animals
layer4,145,Rounded edges in pictures
layer4,146,Similar color patterns
layer4,147,People
layer4,148,Brown animals
layer4,149,Aquatic life
layer4,150,Red and blue colored objects
layer4,151,Curved lines
layer4,152,Birds
layer4,153,Metal objects
layer4,154,Fabric
layer4,155,Items with straight features
layer4,156,Animals
layer4,157,Circular objects
layer4,158,Books
layer4,159,Animals
layer4,160,Shower caps
layer4,161,Brown dogs
layer4,162,Wheels
layer4,163,Towers
layer4,164,Animals and food
layer4,165,Rounded edges in pictures
layer4,166,Rounded edges in pictures
layer4,167,Green objects
layer4,168,Animals and food
layer4,169,"People, domes"
layer4,170,Rounded edges in pictures
layer4,171,People
layer4,172,Animals and flowers
layer4,173,Red objects
layer4,174,Animals and domes
layer4,175,"Long, thin objects"
layer4,176,Sea creatures
layer4,177,Animals
layer4,178,Furniture and doors
layer4,179,Things outside
layer4,180,Flames
layer4,181,Waterfalls
layer4,182,Rectangular objects
layer4,183,Animals and sticks
layer4,184,Human hands instruments
layer4,185,Diagonal lines
layer4,186,Rounded edges in pictures
layer4,187,Tables
layer4,188,Circular objects and animals
layer4,189,Hands
layer4,190,Vehicles
layer4,191,Rounded objects
layer4,192,Items with straight features
layer4,193,Rounded objects
layer4,194,Animals
layer4,195,Animals
layer4,196,Animals
layer4,197,Metal objects
layer4,198,Regions with straight features
layer4,199,Similar color patterns
layer4,200,Nature
layer4,201,People
layer4,202,Animals and flowers
layer4,203,Rounded edges in pictures
layer4,204,Vehicles
layer4,205,Items that are connected
layer4,206,Animals
layer4,207,Round fruits and balls
layer4,208,Animals
layer4,209,Faces of people wearing hats
layer4,210,Items that are connected
layer4,211,Items with straight features
layer4,212,Animals and circular objects
layer4,213,Items with straight features
layer4,214,Dogs
layer4,215,Animals
layer4,216,Items that are connected
layer4,217,Animals
layer4,218,Red objects
layer4,219,Animals and birds
layer4,220,People wearing hats
layer4,221,Metal objects
layer4,222,Items with straight features
layer4,223,Animals
layer4,224,Rounded edges in pictures
layer4,225,Poles
layer4,226,Animals
layer4,227,Aquatic life
layer4,228,Rounded edges in pictures
layer4,229,Animals
layer4,230,Balls
layer4,231,Animals
layer4,232,Circular objects
layer4,233,People
layer4,234,Skinny poles
layer4,235,Balls
layer4,236,Items with straight features
layer4,237,Faces of people
layer4,238,Circular objects
layer4,239,Items with straight features
layer4,240,Buildings
layer4,241,Animals
layer4,242,Hats
layer4,243,Text
layer4,244,Red hued objects
layer4,245,Items with straight features
layer4,246,Striped objects
layer4,247,Animals
layer4,248,Circular objects
layer4,249,"Long, thin objects"
layer4,250,Diagonal lines
layer4,251,Faces of people
layer4,252,Fences
layer4,253,Similar color patterns
layer4,254,Neck braces
layer4,255,"Long, thin objects"
layer4,256,Snow and people
layer4,257,Nature
layer4,258,Vertical lines
layer4,259,Animals
layer4,260,Items with straight features
layer4,261,Similar color patterns
layer4,262,Human hands
layer4,263,Similar patterns
layer4,264,Items with straight features
layer4,265,Items with straight features
layer4,266,"Long, thin objects"
layer4,267,The sky
layer4,268,Water
layer4,269,Animals
layer4,270,Animals and circular objects
layer4,271,Animals
layer4,272,Things outside
layer4,273,Items with straight features
layer4,274,Rounded objects
layer4,275,Animals
layer4,276,Items of central focus
layer4,277,Animals
layer4,278,Animals
layer4,279,Animals and people
layer4,280,Animals
layer4,281,Animals
layer4,282,Red objects
layer4,283,Metal objects
layer4,284,The tops of buildings
layer4,285,Human hands
layer4,286,Rounded edges in pictures
layer4,287,"Food, people, and rocks"
layer4,288,Hands
layer4,289,Keyboards
layer4,290,Rounded objects
layer4,291,Circular objects and animals
layer4,292,Black and white colored objects
layer4,293,Items with straight features
layer4,294,Rounded objects
layer4,295,Items with straight features
layer4,296,Rounded edges in pictures
layer4,297,Towers
layer4,298,Rounded edges in pictures
layer4,299,Animals
layer4,300,Water
layer4,301,Bridges and benches
layer4,302,Animals
layer4,303,Rounded objects
layer4,304,Rectangular objects
layer4,305,Dog heads
layer4,306,"Long, thin objects"
layer4,307,Arches
layer4,308,Items with straight features
layer4,309,Triangular shapes
layer4,310,Musical instruments and leashes
layer4,311,Items with straight features
layer4,312,Animals and circular objects
layer4,313,Items that are curved
layer4,314,Items with straight features
layer4,315,Items that are connected
layer4,316,Items with straight features
layer4,317,Balls
layer4,318,Circular objects
layer4,319,Animals
layer4,320,Similar patterns
layer4,321,Circular objects
layer4,322,Items with straight features
layer4,323,Circular objects
layer4,324,Birds
layer4,325,Animals and vehicles
layer4,326,Ties and socks
layer4,327,Rounded edges in pictures
layer4,328,Nature
layer4,329,Red objects
layer4,330,Animals
layer4,331,Brown dogs
layer4,332,Animals and sticks
layer4,333,Rounded edges in pictures
layer4,334,Animals and circular objects
layer4,335,Items that are curved
layer4,336,Balls
layer4,337,Bottles
layer4,338,Animals and domes
layer4,339,Animals and domes
layer4,340,Animals and circular objects
layer4,341,Clothing
layer4,342,Animals
layer4,343,Red objects
layer4,344,Items with straight features
layer4,345,Buildings
layer4,346,Circular objects
layer4,347,Textured areas
layer4,348,Vertical line pattern on objects
layer4,349,Animals
layer4,350,Curved items
layer4,351,Rounded edges in pictures
layer4,352,Items with straight features
layer4,353,Animals and people
layer4,354,Animals
layer4,355,Items with straight features
layer4,356,The ground and a couple animals
layer4,357,Insects
layer4,358,Brown dogs
layer4,359,Clocks
layer4,360,Circular objects
layer4,361,Items with straight features
layer4,362,Circular objects
layer4,363,Animals
layer4,364,Legs of humans and animals
layer4,365,Metal objects
layer4,366,Items with straight features
layer4,367,Items with straight features
layer4,368,Animals
layer4,369,Animals and blue objects
layer4,370,Containers
layer4,371,Items with straight features
layer4,372,The pointy tops of urn containers
layer4,373,Items with straight features
layer4,374,Nature
layer4,375,Animals and vehicles
layer4,376,Vehicles
layer4,377,Items that are connected
layer4,378,Food
layer4,379,Animals and circular objects
layer4,380,Dogs
layer4,381,"Bottles, pens and animals"
layer4,382,Objects that have silver in them
layer4,383,Animals
layer4,384,Animals and flowers
layer4,385,Diagonal lines
layer4,386,Items with circular features
layer4,387,Animals
layer4,388,Animals
layer4,389,The ground
layer4,390,Cubed objects
layer4,391,Rounded edges in pictures
layer4,392,Animals and legs
layer4,393,Rounded objects
layer4,394,Items with straight features
layer4,395,Animals
layer4,396,Metal objects
layer4,397,Water
layer4,398,Circular objects
layer4,399,Animals
layer4,400,Animals
layer4,401,Similar patterns
layer4,402,Bottles
layer4,403,Fossils
layer4,404,Clocks and other gauges
layer4,405,Metal objects
layer4,406,Curved lines
layer4,407,Animals
layer4,408,Items that are connected
layer4,409,People
layer4,410,Faces of people
layer4,411,Water
layer4,412,Rounded edges in pictures
layer4,413,Rounded edges in pictures
layer4,414,Animals
layer4,415,Electronics
layer4,416,Animals
layer4,417,Animals and sticks
layer4,418,Hands of humans and animals
layer4,419,Similar color patterns
layer4,420,Birds
layer4,421,Animals and circular objects
layer4,422,Musical instruments
layer4,423,Fossil
layer4,424,Diagonal lines
layer4,425,People and flowers
layer4,426,People
layer4,427,Insects
layer4,428,Items that are connected
layer4,429,Animals and circular objects
layer4,430,Poles
layer4,431,People and water
layer4,432,Flowers and flowers
layer4,433,Animals
layer4,434,Animals
layer4,435,Animals
layer4,436,Metal objects
layer4,437,Animals
layer4,438,Items with designs
layer4,439,Rounded edges in pictures
layer4,440,Metal objects
layer4,441,Human hands
layer4,442,Faces of things
layer4,443,Items with straight features
layer4,444,Items with straight features
layer4,445,Animals and vehicles
layer4,446,Rounded objects
layer4,447,Animals
layer4,448,Edges of teapots and mugs
layer4,449,Animals
layer4,450,Animals and circular objects
layer4,451,Vertical lines
layer4,452,Circular objects
layer4,453,Similar patterns
layer4,454,Animals and sticks
layer4,455,Rounded objects
layer4,456,Mouths
layer4,457,Metal objects
layer4,458,Triangular features
layer4,459,Animals and vehicles
layer4,460,Bowties
layer4,461,Black and white objects
layer4,462,Animals
layer4,463,Fabric
layer4,464,Items with designs
layer4,465,Items with straight features
layer4,466,Aquatic life
layer4,467,Similar color patterns
layer4,468,Metal objects
layer4,469,Faces of people
layer4,470,Metal objects
layer4,471,Wooden objects
layer4,472,Bridges
layer4,473,Green grass
layer4,474,Vertical lines
layer4,475,Objects that have silver in them
layer4,476,Rounded objects
layer4,477,Rectangular objects
layer4,478,People
layer4,479,Human faces
layer4,480,Birds
layer4,481,Animals
layer4,482,Rounded objects
layer4,483,Items with straight features
layer4,484,Towers
layer4,485,Animals
layer4,486,Black and white objects
layer4,487,Metal objects
layer4,488,Animals and vehicles
layer4,489,Items with designs
layer4,490,Rounded edges in pictures
layer4,491,Items with designs
layer4,492,Horns of animals
layer4,493,Triangular shapes
layer4,494,Aquatic life
layer4,495,Items with straight features
layer4,496,Items that are connected
layer4,497,Rounded objects
layer4,498,Items with straight features
layer4,499,Similar color patterns
layer4,500,Rounded edges in pictures
layer4,501,Items that are curved
layer4,502,Circular objects
layer4,503,Musical instruments
layer4,504,Rounded edges in pictures
layer4,505,Bottles
layer4,506,Items with designs
layer4,507,Sunglasses
layer4,508,Rounded edges in pictures
layer4,509,Animals and circular objects
layer4,510,Vehicles
layer4,511,Red objects
layer4,512,Animals and circular objects
layer4,513,Hinges of objects
layer4,514,Rounded edges in pictures
layer4,515,Rounded objects
layer4,516,Shelves and books
layer4,517,Green areas in picture
layer4,518,Animals and planes
layer4,519,Small green balls
layer4,520,Animals and circular objects
layer4,521,Animals and green objects
layer4,522,Snakes
layer4,523,Metal objects
layer4,524,Animals and circular objects
layer4,525,Clothing
layer4,526,Hands of humans
layer4,527,Diagonal lines
layer4,528,Human hands
layer4,529,Rounded edges in pictures
layer4,530,Animals
layer4,531,Faces of things
layer4,532,Rounded edges in pictures
layer4,533,Rounded edges in pictures
layer4,534,Items with straight features
layer4,535,Animals and vehicles
layer4,536,Animals
layer4,537,Animals
layer4,538,Towers
layer4,539,Rounded edges in pictures
layer4,540,Rounded edges in pictures
layer4,541,Brown dogs
layer4,542,Animals and vehicles
layer4,543,Items that are connected
