layer,unit,description
layer4,239,Circular objects
layer4,240,Buildings
layer4,241,Animals and animals
layer4,242,"People, structure, grass"
layer4,243,Yellow and blue colored objects
layer4,244,Red objects
layer4,245,Animals and people
layer4,246,Circular objects
layer4,247,Animals and blimps
layer4,248,Circular objects
layer4,249,Circular objects
layer4,250,Roads
layer4,251,People
layer4,252,Vertical lines
layer4,253,Items of central focus
layer4,254,People
layer4,255,Ice cream and animals
layer4,256,Ice and people
layer4,257,Items of central focus
layer4,258,Fencing
layer4,259,Dogs and animals
layer4,260,Items of central focus
layer4,261,Buildings and people
layer4,262,People
layer4,263,Signs
layer4,264,Buildings and vehicles
layer4,265,Animals
layer4,266,Circular objects
layer4,267,The sky
layer4,268,Water
layer4,269,Animals
layer4,270,Legs and animals
layer4,271,People and animals
layer4,272,Water towers and vehicles
layer4,273,Furniture and vehicles
layer4,274,Circular objects
layer4,275,Animals
layer4,276,Items of central focus
layer4,277,Animals and vehicles
layer4,278,"Animals, animal, animal"
layer4,279,People and food
layer4,280,Circular objects
layer4,281,Animals
layer4,282,Circular objects
layer4,283,Water towers and vehicles
layer4,284,Buildings
layer4,285,People
layer4,286,"People, food"
layer4,287,People and food
layer4,288,People
layer4,289,Baskets and chairs and chairs
layer4,290,Circular objects
layer4,291,Circular objects
layer4,292,Balls and mma fighters
layer4,293,Circular objects
layer4,294,Circular objects
layer4,295,Circular objects
layer4,296,People and sinks and sinks
layer4,297,Towers
layer4,298,Circular objects
layer4,299,Animals and blimps
layer4,300,Water
layer4,301,Green grass
layer4,302,Animals
layer4,303,Circular objects
layer4,304,Windows and signs
layer4,305,Circular objects
layer4,306,Diagonal lines
layer4,307,Arches
layer4,308,Items of central focus
layer4,309,Bridges and gazebos
layer4,310,People and animals
layer4,311,Buildings
layer4,312,Ice cream and animals
layer4,313,Animals
layer4,314,Animals
layer4,315,Circular objects
layer4,316,Circular objects
layer4,317,Circular objects
layer4,318,Circular objects
layer4,319,People and animals
layer4,320,Circular objects
layer4,321,Circular objects
layer4,322,Circular objects
layer4,323,Circular shaped objects
layer4,324,Ice cream and animals
layer4,325,Animals and vehicles
layer4,326,People
layer4,327,A sign
layer4,328,Arches
layer4,329,Red objects
layer4,330,Animals
layer4,331,Animals and blimps
layer4,332,Circular items
layer4,333,People and animals
layer4,334,People and cups
layer4,335,Circular objects and animals
layer4,336,Ice cream
layer4,337,Ice cream machine
layer4,338,Curved objects
layer4,339,Buildings
layer4,340,Circular objects
layer4,341,People
layer4,342,Animals and blimps
layer4,343,Ice cream
layer4,344,Circular objects
layer4,345,Buildings
layer4,346,Circular items
layer4,347,Grass and hay bales
layer4,348,Areas with straight features
layer4,349,Animals and blimps
layer4,350,People and animals
layer4,351,Ice cream and animals
layer4,352,Animals
layer4,353,People
layer4,354,Circular objects
layer4,355,"People, pizza and pizza"
layer4,356,Green and brown colored objects
layer4,357,Circular objects
layer4,358,Animals and blimps
layer4,359,Circular objects
layer4,360,Food
layer4,361,Animals
layer4,362,Circular objects
layer4,363,Animals
layer4,364,People
layer4,365,Black and white colored objects
layer4,366,Circular objects
layer4,367,"Food, sign, building"
layer4,368,Animals and animals
layer4,369,Blue and green objects
layer4,370,Food
layer4,371,Items of central focus
layer4,372,Circular objects
layer4,373,Ice cream and animals
layer4,374,Nature
layer4,375,Green grass
layer4,376,Tents and vehicles
layer4,377,People and animals
layer4,378,Food
layer4,379,People
layer4,380,People and animals
layer4,381,Circular objects
layer4,382,Circular objects
layer4,383,"Animal, animal, animal"
layer4,384,Plants
layer4,385,Circular objects
layer4,386,Circular items
layer4,387,Animals
layer4,388,People and animals
layer4,389,Ice and animals
layer4,390,Arches and circles
layer4,391,A tent in the snow
layer4,392,"Animal, animal, animal"
layer4,393,Circular objects
layer4,394,Animals and vehicles
layer4,395,Animals
layer4,396,Items of central focus
layer4,397,Water and people
layer4,398,Circular objects
layer4,399,"Animals, animals, animals"
layer4,400,Animals and blimps
layer4,401,Fences and stairs
layer4,402,Red objects
layer4,403,Items of central focus
layer4,404,Buildings and circular objects
layer4,405,Curved objects
layer4,406,People
layer4,407,Animals
layer4,408,Food
layer4,409,People
layer4,410,People
layer4,411,Water and rock formations
layer4,412,Circular objects
layer4,413,Wheels of the people
layer4,414,Animals
layer4,415,Bookcases
layer4,416,Circular objects
layer4,417,Dogs and animals
layer4,418,"People, food"
layer4,419,"Elevator button, ferris wheel"
layer4,420,Animals and animals
layer4,421,"Elevator button, ferris wheel"
layer4,422,This are fishes
layer4,423,Items of central focus
layer4,424,Bridges and gazebos
layer4,425,"People, flowers, flowers and flowers"
layer4,426,People
layer4,427,Ice cream and bulls
layer4,428,"Elevator button, food"
layer4,429,Circular objects
layer4,430,Poles and legs
layer4,431,"Water, people"
layer4,432,"Flowers, flowers and flowers"
layer4,433,Animals
layer4,434,Items of central focus
layer4,435,Animals
layer4,436,Circular objects
layer4,437,Animals
layer4,438,White objects and people
layer4,439,Circular objects
layer4,440,Circular objects
layer4,441,People
layer4,442,Items of central focus
layer4,443,Food
layer4,444,Items of central focus
layer4,445,Animals
layer4,446,Circular objects
layer4,447,Animals
layer4,448,Circular objects
layer4,449,Animals and animals
layer4,450,People and animals
layer4,451,Windows
layer4,452,Wheels of the people
layer4,453,Baskets and chairs
layer4,454,Ice cream and cones
layer4,455,Curved objects
layer4,456,Ice cream
layer4,457,Circular objects
layer4,458,Triangular shapes
layer4,459,Animals and vehicles
layer4,460,People
layer4,461,Faces and round
layer4,462,Animals and blimps
layer4,463,Animals and blimps
layer4,464,Items of central focus
layer4,465,Items of central focus
layer4,466,People and animals
layer4,467,Items of central focus
layer4,468,Towers
layer4,469,People
layer4,470,Items of central focus
layer4,471,Curved objects
layer4,472,Bridges and staircases
layer4,473,Grass
layer4,474,Fencing
layer4,475,Circular objects
layer4,476,Circular objects
layer4,477,Windows and buses
layer4,478,People
layer4,479,People
layer4,480,"Animals, water, animals"
layer4,481,"Animals, animal, animal"
layer4,482,Vehicles and vehicles
layer4,483,Circular objects
layer4,484,Towers and people
layer4,485,Animals
layer4,486,Circular objects
layer4,487,Curved objects
layer4,488,Animals and vehicles
layer4,489,Windows
layer4,490,Circular objects
layer4,491,Food
layer4,492,Ice cream and bulls
layer4,493,Buildings with sloped roofs
layer4,494,Ice cream and animals
layer4,495,Tents and tents
layer4,496,Food
layer4,497,Circular objects
layer4,498,Circular objects
layer4,499,Water
layer4,500,Items of central focus
layer4,501,Circular objects
layer4,502,Pizza and ice cream
layer4,503,People
layer4,504,Ice cream and animals
layer4,505,People
layer4,506,People
layer4,507,People 's faces
layer4,508,Items of central focus
layer4,509,Circular objects
layer4,510,Buses and vehicles
layer4,511,Red objects
layer4,512,Ice cream and animals
layer4,513,Furniture and screens
layer4,514,People
layer4,515,A watchtower
layer4,516,Bookcases
layer4,517,Food
layer4,518,Animals and people
layer4,519,Pool tables or pool tables
layer4,520,Animals and animals
layer4,521,Circular objects
layer4,522,Items of central focus
layer4,523,Circular objects
layer4,524,Animals and animals
layer4,525,People and animals
layer4,526,"Elevator button, ferris wheel"
layer4,527,Beds and vehicles
layer4,528,Animals and blimps
layer4,529,Circular objects
layer4,530,Animals and blimps
layer4,531,People
layer4,532,Circular objects
layer4,533,"Food, animal, person"
layer4,534,Items of central focus
layer4,535,Animals and vehicles
layer4,536,Animals and animals
layer4,537,Animals
layer4,538,A tower in the distance
layer4,539,Ice cream and animals
layer4,540,People and vehicles
layer4,541,Animals
layer4,542,Horses and bulls
layer4,543,Animals and animals
layer4,544,Food
layer4,545,Items of central focus
layer4,546,Animals and blimps
layer4,547,Windows
layer4,548,People
layer4,549,Ice cream and bulls
layer4,550,Circular objects
layer4,551,Animals and animals
layer4,552,Food
layer4,553,Vehicles
layer4,554,Black and white colored objects
layer4,555,"Animals, people"
layer4,556,Food
layer4,557,Items of central focus
layer4,558,Circular objects
layer4,559,Bridges and water
layer4,560,People and animals
layer4,561,Signs and vehicles
layer4,562,Items of central focus
layer4,563,Red objects
layer4,564,Nature
layer4,565,People
layer4,566,Items of central focus
layer4,567,Green and yellow objects
layer4,568,Circular objects
layer4,569,Arches
layer4,570,Volcanoes and mountains
layer4,571,Items of central focus
layer4,572,Circular objects
layer4,573,Arches
layer4,574,Animals and animals
layer4,575,People
layer4,576,Water
layer4,577,People
layer4,578,Animals and animals
layer4,579,Water fountain
layer4,580,Items of central focus
layer4,581,Animals and animals
layer4,582,Curved objects
layer4,583,Circular objects
layer4,584,Ice cream and flowers
layer4,585,Food
layer4,586,Black and white colored objects
layer4,587,"Animals, water, animals"
layer4,588,Poles and legs
layer4,589,People
layer4,590,People
layer4,591,Doors and windows
layer4,592,Nature
layer4,593,Bridges and gazebos
layer4,594,People
layer4,595,Animals
layer4,596,Ice cream
layer4,597,People eating a cream cream cream cones
layer4,598,Buildings
layer4,599,Cars
layer4,600,Circular objects
layer4,601,Towers
layer4,602,People
layer4,603,Diagonal lines
layer4,604,"People, animals"
layer4,605,People and food
layer4,606,Items of central focus
layer4,607,Furniture and screens
layer4,608,People and buildings
layer4,609,Bookcases
layer4,610,Black and white colored objects
layer4,611,Animals and animals
layer4,612,People
layer4,613,Animals and animals
layer4,614,People and animals
layer4,615,Means of transportation
layer4,616,People
layer4,617,"Food, people, flowers"
layer4,618,Circular objects
layer4,619,Elevator button
layer4,620,Cylindrical objects
layer4,621,Circular objects
layer4,622,Buses and vehicles
layer4,623,Ice and people
layer4,624,Areas of central focus
layer4,625,Circular objects
layer4,626,Ice cream and animals
layer4,627,Red objects
layer4,628,Windows
layer4,629,Food
layer4,630,People and stairs
layer4,631,Items of central focus
layer4,632,Black and white colored objects
layer4,633,Ice cream and animals
layer4,634,Water
layer4,635,Horses and bulls
layer4,636,Water and vehicles
layer4,637,Circular objects
layer4,638,Food
layer4,639,Poles and legs
layer4,640,Items of central focus
layer4,641,Animals and vehicles
layer4,642,Ice cream machine
layer4,643,Tables and chairs
layer4,644,People
layer4,645,Food
layer4,646,Bright lights
layer4,647,Animals and blimps
layer4,648,Ice cream and animals
layer4,649,Circular items
layer4,650,A sign
layer4,651,Circular objects
layer4,652,People
layer4,653,Signs and signs
layer4,654,Windows and screens
layer4,655,People
layer4,656,Poles and legs
layer4,657,Water towers and vehicles
layer4,658,Food
layer4,659,People and buses
layer4,660,Ice cream and animals
layer4,661,Animals and animals
layer4,662,Head of people
layer4,663,A windmill in the distance
layer4,664,Furniture
layer4,665,Towers and animals
layer4,666,Water
layer4,667,Circular objects
layer4,668,Water
layer4,669,Items of central focus
layer4,670,Circular objects
layer4,671,Ice cream and animals
layer4,672,Buses and vehicles
layer4,673,Yellow and green objects
layer4,674,Yellow and green objects
layer4,675,People
layer4,676,Food
layer4,677,Windows
layer4,678,Animals and animals
layer4,679,Black and white colored objects
layer4,680,Animals
layer4,681,"Appliances, appliances"
layer4,682,"Elevator button, ferris wheel"
layer4,683,Circular objects
layer4,684,Circular objects
layer4,685,Animals
layer4,686,To attached a wall
layer4,687,Circular objects
layer4,688,Animals and animals
layer4,689,Windows
layer4,690,Circular objects
layer4,691,People
layer4,692,People
layer4,693,Sports fields
layer4,694,Pizza and vehicles
layer4,695,People
layer4,696,People
layer4,697,Animals
layer4,698,Circular objects
layer4,699,Circular objects
layer4,700,Colorful items
layer4,701,"Elevator button, food"
layer4,702,Items of central focus
layer4,703,People
layer4,704,Buses and vehicles
layer4,705,Food
layer4,706,Circular objects
layer4,707,Bright yellow colored objects
layer4,708,Animals and blimps
layer4,709,Water towers and vehicles
layer4,710,Circular objects
layer4,711,Water
layer4,712,Vehicles
layer4,713,Circular objects
layer4,714,People and animals
layer4,715,Circular objects
layer4,716,Items of central focus
layer4,717,People
layer4,718,Circular objects
layer4,719,Circular objects
layer4,720,Television monitors
layer4,721,Circular objects
layer4,722,Animals and people
layer4,723,"Food, people, clam"
layer4,724,Ice cream and animals
layer4,725,Sports fields
layer4,726,Pizza and animals
layer4,727,Circular objects
layer4,728,Animals
layer4,729,The sky
layer4,730,People
layer4,731,People
layer4,732,Dogs and animals
layer4,733,People
layer4,734,Animals and animals
layer4,735,Circular objects
layer4,736,People and animals
layer4,737,Circular objects
layer4,738,People
layer4,739,People
layer4,740,Balls and balloons
layer4,741,People
layer4,742,Animals and vehicles
layer4,743,Circular objects
layer4,744,People and animals
layer4,745,Curved objects
layer4,746,People
layer4,747,Animals
layer4,748,Human faces
layer4,749,Horses and vehicles
layer4,750,People
layer4,751,Ice cream and animals
layer4,752,People
layer4,753,Furniture
layer4,754,Circular objects
layer4,755,People and animals
layer4,756,Tables and chairs
layer4,757,Signs and screens
layer4,758,Circular objects
layer4,759,Circular objects
layer4,760,"People, food"
layer4,761,Horses and circular shaped objects
layer4,762,Circular objects
layer4,763,Circular objects
layer4,764,Ice cream and animals
layer4,765,Ice and water
layer4,766,Items of central focus
layer4,767,Animals and blimps
layer4,768,Circular objects
layer4,769,Animals and animals
layer4,770,Items of central focus
layer4,771,Ice cream and animals
layer4,772,A windmill in the sky
layer4,773,Curved objects
layer4,774,Circular objects
layer4,775,Items of central focus
layer4,776,Animals and chairs
layer4,777,People
layer4,778,Items of central focus
layer4,779,Black and white colored objects
layer4,780,Circular objects
layer4,781,Circular objects
layer4,782,People and animals
layer4,783,Legs and similar shaped
layer4,784,People
layer4,785,Animals
layer4,786,Items of central focus
layer4,787,Nature
layer4,788,Animals
layer4,789,Areas of central focus
layer4,790,Circular objects
layer4,791,Circular objects
layer4,792,Animals and animals
layer4,793,Checkered objects
layer4,794,Ice cream and animals
layer4,795,People
layer4,796,Animals
layer4,797,Items of central focus
layer4,798,Circular objects
layer4,799,Furniture
layer4,800,Horses and bulls
layer4,801,People and animals
layer4,802,People and vehicles
layer4,803,People
layer4,804,Circular objects
layer4,805,Curved objects
layer4,806,Buildings
layer4,807,Green grass
layer4,808,Items of central focus
layer4,809,Means of transportation
layer4,810,"People, food"
layer4,811,Staircases and stairs
layer4,812,Green grass
layer4,813,Chairs
layer4,814,Circular objects
layer4,815,Dogs and animals
layer4,816,Plants
layer4,817,Animals
layer4,818,Areas of central focus
layer4,819,Dogs and animals
layer4,820,People
layer4,821,"Food, animal, logo"
layer4,822,Legs and animals
layer4,823,Animals and animals
layer4,824,Animals
layer4,825,Buildings
layer4,826,Bridges and gazebos
layer4,827,"Animals, water, animals"
layer4,828,Tables and chairs
layer4,829,Circular objects
layer4,830,Circular objects
layer4,831,Green grass
layer4,832,A sign
layer4,833,Animals
layer4,834,People and animals
layer4,835,Animals
layer4,836,Buildings and people
layer4,837,Circular objects
layer4,838,Ice cream
layer4,839,Plants
layer4,840,Black and white colored objects
layer4,841,Animals and animals
layer4,842,Circular objects
layer4,843,Grass
layer4,844,People
layer4,845,Fencing
layer4,846,Windows
layer4,847,Animals
layer4,848,Animals and people
layer4,849,Curved objects
layer4,850,"Elevator button, food"
layer4,851,Animals and blimps
layer4,852,Items of central focus
layer4,853,Columns
layer4,854,Items of central focus
layer4,855,Buildings
layer4,856,Means of transportation
layer4,857,Buildings
layer4,858,Circular objects
layer4,859,Columns
layer4,860,Animals and animals
layer4,861,Circular objects
layer4,862,Food
layer4,863,Circular objects
layer4,864,People
layer4,865,People
layer4,866,Circular objects
layer4,867,Circular objects
layer4,868,Bridges and arches
layer4,869,Areas of central focus
layer4,870,Food
layer4,871,Tables
layer4,872,People
layer4,873,Trees
layer4,874,Grass and legs
layer4,875,Blue objects
layer4,876,People
layer4,877,Circular objects
layer4,878,Ice cream and bulls
layer4,879,Pools
layer4,880,Animals and blimps
layer4,881,"Elevator button, button, button"
layer4,882,People
layer4,883,Animals and animals
layer4,884,Animals and animals
layer4,885,Animals
layer4,886,Circular objects
layer4,887,Circular objects and animals
layer4,888,Animals and blimps
layer4,889,"People, food, animals"
layer4,890,Animals and blimps
layer4,891,People
layer4,892,Circular objects
layer4,893,Furniture
layer4,894,Circular objects
layer4,895,"Elevator button, ferris wheel"
layer4,896,Circular objects
layer4,897,Circular objects
layer4,898,Items of central focus
layer4,899,Buildings and people
layer4,900,People
layer4,901,Animals and blimps
layer4,902,People
layer4,903,Red objects
layer4,904,Animals
layer4,905,Animals and blimps
layer4,906,Bright lights
layer4,907,Ice
layer4,908,People
layer4,909,Cars
layer4,910,Items of central focus
layer4,911,Ice cream and bulls
layer4,912,Animals and animals
layer4,913,People
layer4,914,Circular objects
layer4,915,Animals
layer4,916,Arches
layer4,917,Animals and vehicles
layer4,918,Lights
layer4,919,Circular objects
layer4,920,Boats and planes
layer4,921,People
layer4,922,Animals and people
layer4,923,Dogs and animals
layer4,924,Green colored objects
layer4,925,Grass and trees
layer4,926,People and a
layer4,927,"Elevator button, food"
layer4,928,Towers
layer4,929,Circular objects
layer4,930,Horses and people
layer4,931,Grass
layer4,932,Circular objects
layer4,933,Circular objects
layer4,934,Dogs and animals
layer4,935,Animals
layer4,936,Circular objects
layer4,937,Items of central focus
layer4,938,Means of transportation
layer4,939,Fencing
layer4,940,Green grass
layer4,941,People
layer4,942,Walls
layer4,943,Animals and animals
layer4,944,Trees
layer4,945,"Animal, person"
layer4,946,Animals and water
layer4,947,People
layer4,948,Water
layer4,949,"Elevator button, ferris wheel"
layer4,950,Tables and flowers
layer4,951,People
layer4,952,Horses and bulls
layer4,953,Items of central focus
layer4,954,Black and white colored objects
layer4,955,Animals and animals
layer4,956,People and animals
layer4,957,"Animals, people"
layer4,958,Windows and signs
layer4,959,Items of central focus
layer4,960,Wheels of the people
layer4,961,Animals and animals
layer4,962,Circular objects
layer4,963,Animals
layer4,964,Poles and legs
layer4,965,Curved objects
layer4,966,Circular objects
layer4,967,Circular objects
layer4,968,Circular objects
layer4,969,People and animals
layer4,970,Animals and animals
layer4,971,Means of transportation
layer4,972,People
layer4,973,Circular objects
layer4,974,"Flowers, flowers and animals"
layer4,975,Circular objects
layer4,976,Circular objects
layer4,977,People and animals
layer4,978,Circular objects
layer4,979,Balls and mma fighters
layer4,980,Ice cream and cake
layer4,981,Circular objects
layer4,982,People
layer4,983,Legs and legs
layer4,984,People and vehicles
layer4,985,Black and white colored objects
layer4,986,Circular objects
layer4,987,Animals
layer4,988,Items of central focus
layer4,989,"Water, people"
layer4,990,Tents and tents
layer4,991,Circular objects
layer4,992,Circular objects
layer4,993,Circular objects
layer4,994,Circular objects
layer4,995,Animals
layer4,996,People
layer4,997,Circular objects
layer4,998,People and animals
layer4,999,Animals
layer4,1000,Buildings
layer4,1001,People
layer4,1002,Circular objects
layer4,1003,Nature
layer4,1004,Food
layer4,1005,Ice cream and animals
layer4,1006,People and food
layer4,1007,Animals and blimps
layer4,1008,Food
layer4,1009,Animals
layer4,1010,Food
layer4,1011,Animals and people
layer4,1012,Buildings and animals
layer4,1013,Items of central focus
layer4,1014,Ice cream and animals
layer4,1015,Stairs and chairs
layer4,1016,Circular objects
layer4,1017,The front part of a car
layer4,1018,Balls and flowers
layer4,1019,People
layer4,1020,"Animals, water, people"
layer4,1021,"People, structure"
layer4,1022,People
layer4,1023,"People, animals"
layer4,1024,People and cups
layer4,1025,Water towers and animals
layer4,1026,Animals and animals
layer4,1027,Buildings and athletes
layer4,1028,Circular objects
layer4,1029,Animals and vehicles
layer4,1030,Water towers and windows
layer4,1031,Circular objects
layer4,1032,Arches
layer4,1033,Items of central focus
layer4,1034,Circular objects
layer4,1035,Food
layer4,1036,Animals and animals
layer4,1037,Items of central focus
layer4,1038,Horses and games
layer4,1039,Screens and screens
layer4,1040,Circular objects
layer4,1041,Circular objects
layer4,1042,Items of central focus
layer4,1043,Nature
layer4,1044,Athletes
layer4,1045,People
layer4,1046,Ice cream and animals
layer4,1047,"Animals, animals, animals"
layer4,1048,People and animals
layer4,1049,Buildings with sloped roofs
layer4,1050,People and animals
layer4,1051,Nature
layer4,1052,Animals and animals
layer4,1053,Circular objects
layer4,1054,People and vehicles
layer4,1055,Items of central focus
layer4,1056,Curved objects
layer4,1057,Windows and screens
layer4,1058,Circular objects
layer4,1059,Legs and animals
layer4,1060,Curved objects
layer4,1061,Circular objects
layer4,1062,Circular objects
layer4,1063,Circular objects
layer4,1064,Circular objects
layer4,1065,Faces and glasses
layer4,1066,Circular objects
layer4,1067,Animals and blimps
layer4,1068,Animals
layer4,1069,People and animals
layer4,1070,Circular objects
layer4,1071,Phone booths
layer4,1072,Circular objects
layer4,1073,"Animals, water, animals"
layer4,1074,Plants
layer4,1075,A helicopter in the distance
layer4,1076,Circular objects
layer4,1077,Water
layer4,1078,Cylindrical objects
layer4,1079,Circular objects
layer4,1080,Plants
layer4,1081,People
layer4,1082,Curved objects
layer4,1083,Vertical lines
layer4,1084,People
layer4,1085,Animals
layer4,1086,Animals and animals
layer4,1087,Animals and vehicles
layer4,1088,Animals and people
layer4,1089,Ice cream machine
layer4,1090,People
layer4,1091,Animals
layer4,1092,People
layer4,1093,Arches
layer4,1094,Circular objects
layer4,1095,Ice cream and cones
layer4,1096,Mountain
layer4,1097,Circular objects
layer4,1098,People
layer4,1099,Buses and vehicles
layer4,1100,Mountains and fire
layer4,1101,People
layer4,1102,"Animals, legs"
layer4,1103,Items of central focus
layer4,1104,Red and yellow objects
layer4,1105,Nature
layer4,1106,Food
layer4,1107,Animals and animals
layer4,1108,Plants
layer4,1109,Red objects
layer4,1110,Planes and planes
layer4,1111,Buildings and people
layer4,1112,Ice cream and cones
layer4,1113,Animals
layer4,1114,"People, stairs, stairs"
layer4,1115,Buildings and water
layer4,1116,Animals and animals
layer4,1117,Animals and blimps
layer4,1118,Nature
layer4,1119,Fencing
layer4,1120,Circular objects
layer4,1121,Water tower in the distance
layer4,1122,Water
layer4,1123,"Elevator button, food"
layer4,1124,Items of central focus
layer4,1125,Boats and planes
layer4,1126,Green and yellow objects
layer4,1127,Circular objects
layer4,1128,Ice cream and animals
layer4,1129,Animals and vehicles
layer4,1130,Pizza and people
layer4,1131,Plants
layer4,1132,Dining tables
layer4,1133,Fences and fences
layer4,1134,Structures and people
layer4,1135,Black and white colored objects
layer4,1136,People and food
layer4,1137,People
layer4,1138,Ice cream and animals
layer4,1139,People
layer4,1140,Food
layer4,1141,People
layer4,1142,Legs and animals
layer4,1143,Sports fields
layer4,1144,Ice cream and cake
layer4,1145,Animals
layer4,1146,People and vehicles and vehicles
layer4,1147,Circular objects
layer4,1148,Food
layer4,1149,Windows
layer4,1150,Circular objects
layer4,1151,Animals and animals
layer4,1152,People
layer4,1153,People
layer4,1154,People
layer4,1155,People and vehicles
layer4,1156,Buildings and water
layer4,1157,People and animals
layer4,1158,Ice cream and animals
layer4,1159,People
layer4,1160,Food
layer4,1161,People
layer4,1162,Animals and blimps
layer4,1163,Items of central focus
layer4,1164,Head of the people
layer4,1165,Circular objects
layer4,1166,Items of central focus
layer4,1167,Circular objects
layer4,1168,Circular objects
layer4,1169,People and animals
layer4,1170,Red objects
layer4,1171,People
layer4,1172,Circular objects
layer4,1173,Items of central focus
layer4,1174,Food and animals
layer4,1175,Items of central focus
layer4,1176,Poles and legs
layer4,1177,Items of central focus
layer4,1178,Items of central focus
layer4,1179,Animals and animals
layer4,1180,People and cups
layer4,1181,People and stairs
layer4,1182,Circular objects
layer4,1183,Animals and blimps
layer4,1184,Circular objects
layer4,1185,Flowers and flowers
layer4,1186,Circular objects
layer4,1187,Furniture
layer4,1188,Walkways
layer4,1189,Grass and vehicles
layer4,1190,"Food, sign, text"
layer4,1191,Animals
layer4,1192,People
layer4,1193,Circular objects
layer4,1194,Animals
layer4,1195,Curved objects
layer4,1196,Trees
layer4,1197,"Elevator button, ferris wheel"
layer4,1198,People and animals
layer4,1199,Items of central focus
layer4,1200,Circular objects
layer4,1201,Vehicles
layer4,1202,Food
layer4,1203,Animals and blimps
layer4,1204,Animals and vehicles
layer4,1205,Animals and blimps
layer4,1206,People
layer4,1207,Green grass
layer4,1208,Items of central focus
layer4,1209,People
layer4,1210,Furniture
layer4,1211,Ice cream and animals
layer4,1212,Buildings
layer4,1213,Green and brown colored objects
layer4,1214,People and stairs
layer4,1215,People
layer4,1216,Circular objects
layer4,1217,Curved objects
layer4,1218,Circular objects
layer4,1219,Signs
layer4,1220,Animals
layer4,1221,Animals
layer4,1222,Black and white photographs
layer4,1223,Nature
layer4,1224,People
layer4,1225,Food
layer4,1226,Circular objects
layer4,1227,People
layer4,1228,Water
layer4,1229,Baskets and chairs
layer4,1230,Items of central focus
layer4,1231,Buses and vehicles
layer4,1232,Animals
layer4,1233,"Animals, animal, animal"
layer4,1234,Sports fields
layer4,1235,People
layer4,1236,Animals and people
layer4,1237,People
layer4,1238,Circular objects
layer4,1239,People and stairs
layer4,1240,Legs and animals
layer4,1241,Animals and animals
layer4,1242,Animals
layer4,1243,Animals and blimps
layer4,1244,Horses and legs
layer4,1245,"Water, animal, person"
layer4,1246,People and animals
layer4,1247,Horses and bulls
layer4,1248,Circular objects
layer4,1249,Food
layer4,1250,Animals and blimps
layer4,1251,A pool table
layer4,1252,Items of central focus
layer4,1253,Fencing
layer4,1254,Wheels of a car
layer4,1255,Face of the people
layer4,1256,Circular objects
layer4,1257,Horses and bulls
layer4,1258,Buildings and buses
layer4,1259,Items of central focus
layer4,1260,People
layer4,1261,Faces of human beings
layer4,1262,Bridges and staircases
layer4,1263,Animals and animals
layer4,1264,Items of central focus
layer4,1265,Furniture and vehicles
layer4,1266,Animals
layer4,1267,People
layer4,1268,Animals
layer4,1269,Signs and signs
layer4,1270,Animals and animals
layer4,1271,Red objects
layer4,1272,Animals and animals
layer4,1273,Circular objects
layer4,1274,Circular objects and animals
layer4,1275,Black and white colored objects
layer4,1276,Red objects
layer4,1277,Water and people
layer4,1278,"Animals, people, animals"
layer4,1279,Windows
layer4,1280,Buses and vehicles
layer4,1281,Circular objects
layer4,1282,Red objects
layer4,1283,Items of central focus
layer4,1284,Circular objects
layer4,1285,Ice cream and animals
layer4,1286,Items of central focus
layer4,1287,Poles and legs
layer4,1288,Ice cream and animals
layer4,1289,Animals and animals
layer4,1290,People
layer4,1291,Water
layer4,1292,People and animals
layer4,1293,Circular objects
layer4,1294,Items of central focus
layer4,1295,People and animals
layer4,1296,People and animals
layer4,1297,Circular objects
layer4,1298,Circular objects
layer4,1299,Flowers and flowers
layer4,1300,Curved objects
layer4,1301,People and food
layer4,1302,The left side of objects
layer4,1303,Items of central focus
layer4,1304,Items of central focus
layer4,1305,Balls and balloons
layer4,1306,"Elevator button, ferris wheel"
layer4,1307,Buildings and animals
layer4,1308,Circular objects
layer4,1309,Windows and screens
layer4,1310,Chairs and chairs
layer4,1311,Ice cream and animals
layer4,1312,Grass
layer4,1313,Circular objects
layer4,1314,Animals and blimps
layer4,1315,Animals and animals
layer4,1316,Curved objects
layer4,1317,Food
layer4,1318,Ice cream and bulls
layer4,1319,Animals
layer4,1320,People and animals
layer4,1321,Animals and blimps
layer4,1322,Diagonal lines
layer4,1323,Black and white colored objects
layer4,1324,Sports stadiums
layer4,1325,Animals and water
layer4,1326,Circular objects
layer4,1327,Animals and animals
layer4,1328,Wheels of the people
layer4,1329,Buildings
layer4,1330,Balls and mma fighters
layer4,1331,People
layer4,1332,Ice cream and animals
layer4,1333,Food
layer4,1334,Circular objects
layer4,1335,Circular objects
layer4,1336,Circular objects
layer4,1337,Black and white colored objects
layer4,1338,Curved objects
layer4,1339,Circular objects
layer4,1340,Windows
layer4,1341,Circular objects
layer4,1342,People
layer4,1343,Circular objects
layer4,1344,Arches and animals
layer4,1345,People
layer4,1346,People
layer4,1347,Circular objects
layer4,1348,People
layer4,1349,Circular objects
layer4,1350,Yellow and green objects
layer4,1351,Animals
layer4,1352,Shelves
layer4,1353,Circular objects
layer4,1354,Circular objects
layer4,1355,Animals and blimps
layer4,1356,Legs and similar shaped
layer4,1357,Animals and animals
layer4,1358,Buildings and vehicles
layer4,1359,The sky
